OrderNumber,"Sales Channel",WarehouseCode,CurrencyCode,SalesTeamID,CustomerID,StoreID,ProductID,"Order Quantity","Discount Applied",ProcuredDate,OrderDate,ShipDate,DeliveryDate,"Unit Cost","Unit Price"
"SO - 0002668",Online,WARE-PUJ1005,USD,20,37,311,18,1,0.05,2018-10-27,2019-03-31,2019-04-22,2019-05-01,1557.35,1996.60
"SO - 0002669",Distributor,WARE-NMK1003,USD,21,30,172,27,4,0.08,2018-10-27,2019-03-31,2019-04-20,2019-04-22,2529.92,3953.00
"SO - 0002670",In-Store,WARE-XYS1001,USD,11,46,12,11,8,0.08,2018-10-27,2019-03-31,2019-04-17,2019-04-18,2811.39,3959.70
"SO - 0002671",Wholesale,WARE-NBV1002,USD,26,2,87,44,3,0.1,2019-02-04,2019-03-31,2019-04-04,2019-04-06,194.64,234.50
"SO - 0002672",In-Store,WARE-NMK1003,USD,7,17,138,15,6,0.05,2018-10-27,2019-03-31,2019-04-15,2019-04-17,1503.48,2211.00
"SO - 0002673",In-Store,WARE-NMK1003,USD,2,30,143,33,8,0.08,2018-10-27,2019-03-31,2019-04-05,2019-04-15,562.80,1172.50
"SO - 0002674",Wholesale,WARE-MKL1006,USD,27,37,364,13,5,0.08,2018-10-27,2019-03-31,2019-04-07,2019-04-13,91.12,227.80
"SO - 0002675",In-Store,WARE-NMK1003,USD,2,18,157,43,3,0.1,2018-10-27,2019-04-01,2019-04-10,2019-04-15,1023.49,1795.60
"SO - 0002676",Online,WARE-PUJ1005,USD,15,17,307,27,1,0.08,2018-10-27,2019-04-01,2019-04-18,2019-04-27,1134.51,1922.90
"SO - 0002677",In-Store,WARE-XYS1001,USD,9,49,57,36,6,0.08,2018-10-27,2019-04-01,2019-04-29,2019-05-05,1878.14,2572.80
"SO - 0002678",In-Store,WARE-NMK1003,USD,5,39,180,39,3,0.4,2018-10-27,2019-04-01,2019-04-26,2019-05-01,581.56,830.80
"SO - 0002679",Online,WARE-PUJ1005,USD,20,46,297,7,3,0.1,2019-02-04,2019-04-01,2019-04-24,2019-04-28,711.94,924.60
"SO - 0002680",Wholesale,WARE-NMK1003,USD,28,38,117,12,7,0.05,2018-10-27,2019-04-01,2019-04-29,2019-05-01,2369.79,5266.20
"SO - 0002681",Wholesale,WARE-XYS1001,USD,25,33,27,33,4,0.2,2018-10-27,2019-04-01,2019-04-06,2019-04-16,3197.58,3852.50
"SO - 0002682",Online,WARE-MKL1006,USD,14,3,333,8,1,0.05,2019-02-04,2019-04-01,2019-04-20,2019-04-25,513.76,951.40
"SO - 0002683",Distributor,WARE-NMK1003,USD,22,18,107,38,4,0.05,2018-10-27,2019-04-01,2019-04-17,2019-04-26,1311.53,2914.50
"SO - 0002684",Distributor,WARE-MKL1006,USD,24,48,336,26,4,0.2,2019-02-04,2019-04-01,2019-04-18,2019-04-23,1620.53,2418.70
"SO - 0002685",In-Store,WARE-NMK1003,USD,5,36,152,17,2,0.15,2018-10-27,2019-04-02,2019-04-16,2019-04-23,1523.58,2539.30
"SO - 0002686",In-Store,WARE-PUJ1005,USD,12,10,275,41,1,0.08,2018-10-27,2019-04-02,2019-04-15,2019-04-17,1148.11,2251.20
"SO - 0002687",In-Store,WARE-NMK1003,USD,4,10,159,43,3,0.1,2018-10-27,2019-04-02,2019-04-25,2019-04-29,2780.43,5246.10
"SO - 0002688",Distributor,WARE-PUJ1005,USD,21,36,276,40,5,0.3,2018-10-27,2019-04-02,2019-04-23,2019-04-27,591.74,924.60
"SO - 0002689",Wholesale,WARE-NMK1003,USD,27,42,134,39,8,0.4,2019-02-04,2019-04-02,2019-04-07,2019-04-14,650.03,1031.80
"SO - 0002690",Wholesale,WARE-PUJ1005,USD,27,46,281,33,3,0.1,2019-02-04,2019-04-02,2019-04-25,2019-04-28,1317.69,1855.90
"SO - 0002691",In-Store,WARE-XYS1001,USD,1,1,12,46,7,0.15,2019-02-04,2019-04-02,2019-04-05,2019-04-07,588.13,1031.80
"SO - 0002692",Distributor,WARE-NMK1003,USD,25,32,91,11,4,0.15,2019-02-04,2019-04-02,2019-04-11,2019-04-17,724.14,1293.10
"SO - 0002693",In-Store,WARE-NBV1002,USD,12,13,83,6,8,0.1,2018-10-27,2019-04-03,2019-04-10,2019-04-15,508.87,1038.50
"SO - 0002694",In-Store,WARE-NMK1003,USD,9,18,132,33,1,0.08,2018-10-27,2019-04-03,2019-04-06,2019-04-10,1037.16,1728.60
"SO - 0002695",In-Store,WARE-MKL1006,USD,3,43,350,32,3,0.1,2019-02-04,2019-04-03,2019-04-09,2019-04-15,173.53,234.50
"SO - 0002696",In-Store,WARE-UHY1004,USD,12,41,234,11,7,0.2,2018-10-27,2019-04-03,2019-04-19,2019-04-24,2253.21,3953.00
"SO - 0002697",Distributor,WARE-PUJ1005,USD,25,38,322,1,2,0.08,2019-02-04,2019-04-03,2019-04-09,2019-04-16,553.96,710.20
"SO - 0002698",Wholesale,WARE-NBV1002,USD,26,48,80,24,8,0.1,2019-02-04,2019-04-04,2019-04-08,2019-04-13,1286.33,1762.10
"SO - 0002699",Online,WARE-NBV1002,USD,14,2,72,44,7,0.1,2018-10-27,2019-04-04,2019-04-12,2019-04-21,1335.24,1829.10
"SO - 0002700",Wholesale,WARE-PUJ1005,USD,27,36,263,33,7,0.08,2019-02-04,2019-04-04,2019-04-18,2019-04-27,1289.75,2345.00
"SO - 0002701",In-Store,WARE-NMK1003,USD,9,3,172,14,4,0.1,2018-10-27,2019-04-04,2019-04-23,2019-04-27,3683.39,5755.30
"SO - 0002702",Online,WARE-NBV1002,USD,14,20,74,45,1,0.05,2018-10-27,2019-04-04,2019-05-01,2019-05-06,491.45,1092.10
"SO - 0002703",In-Store,WARE-NBV1002,USD,7,50,85,5,5,0.08,2019-02-04,2019-04-04,2019-04-14,2019-04-19,1427.10,2854.20
"SO - 0002704",Online,WARE-PUJ1005,USD,14,14,326,2,1,0.05,2019-02-04,2019-04-04,2019-04-11,2019-04-21,423.04,1031.80
"SO - 0002705",Distributor,WARE-NMK1003,USD,21,17,137,1,1,0.08,2019-02-04,2019-04-04,2019-05-01,2019-05-09,544.98,1112.20
"SO - 0002706",Online,WARE-NMK1003,USD,18,47,181,38,2,0.15,2018-10-27,2019-04-04,2019-04-15,2019-04-20,1604.72,3731.90
"SO - 0002707",Wholesale,WARE-UHY1004,USD,26,28,214,27,7,0.05,2019-02-04,2019-04-04,2019-04-27,2019-05-06,1955.33,2572.80
"SO - 0002708",In-Store,WARE-NMK1003,USD,8,18,146,31,8,0.08,2019-02-04,2019-04-04,2019-04-09,2019-04-11,143.72,261.30
"SO - 0002709",Wholesale,WARE-NMK1003,USD,26,4,147,13,3,0.05,2018-10-27,2019-04-04,2019-04-20,2019-04-28,152.63,227.80
"SO - 0002710",Online,WARE-MKL1006,USD,13,44,361,47,5,0.3,2018-10-27,2019-04-04,2019-04-12,2019-04-13,1110.59,1983.20
"SO - 0002711",Online,WARE-UHY1004,USD,16,17,237,23,1,0.05,2018-10-27,2019-04-04,2019-04-21,2019-05-01,219.76,268.00
"SO - 0002712",Online,WARE-PUJ1005,USD,13,18,320,33,2,0.05,2019-02-04,2019-04-04,2019-04-08,2019-04-11,2123.77,3932.90
"SO - 0002713",Online,WARE-NMK1003,USD,16,11,90,45,8,0.08,2019-02-04,2019-04-04,2019-04-13,2019-04-21,1672.72,2291.40
"SO - 0002714",Online,WARE-MKL1006,USD,14,18,333,38,7,0.08,2019-02-04,2019-04-04,2019-04-13,2019-04-16,5019.98,6197.50
"SO - 0002715",Online,WARE-PUJ1005,USD,20,27,282,38,4,0.1,2019-02-04,2019-04-04,2019-05-01,2019-05-05,2495.42,3839.10
"SO - 0002716",In-Store,WARE-XYS1001,USD,8,5,26,44,1,0.3,2018-10-27,2019-04-05,2019-04-07,2019-04-12,793.95,1058.60
"SO - 0002717",Online,WARE-NBV1002,USD,12,17,66,47,8,0.08,2019-02-04,2019-04-05,2019-04-17,2019-04-18,579.28,877.70
"SO - 0002718",In-Store,WARE-PUJ1005,USD,2,18,271,23,8,0.4,2019-02-04,2019-04-05,2019-04-17,2019-04-19,5171.06,6083.60
"SO - 0002719",Wholesale,WARE-UHY1004,USD,25,39,215,20,1,0.2,2018-10-27,2019-04-05,2019-04-14,2019-04-19,3024.65,3979.80
"SO - 0002720",In-Store,WARE-MKL1006,USD,8,47,334,4,5,0.1,2019-02-04,2019-04-05,2019-04-25,2019-04-26,3163.94,3906.10
"SO - 0002721",Distributor,WARE-XYS1001,USD,25,17,11,35,6,0.08,2018-10-27,2019-04-05,2019-04-15,2019-04-24,4986.01,6311.40
"SO - 0002722",Online,WARE-NMK1003,USD,15,47,125,9,8,0.1,2018-10-27,2019-04-05,2019-04-14,2019-04-22,1493.23,2619.70
"SO - 0002723",In-Store,WARE-UHY1004,USD,8,20,217,44,6,0.08,2019-02-04,2019-04-05,2019-04-29,2019-05-08,1396.28,3490.70
"SO - 0002724",In-Store,WARE-PUJ1005,USD,4,12,266,3,1,0.05,2018-10-27,2019-04-06,2019-04-14,2019-04-22,117.25,234.50
"SO - 0002725",Online,WARE-NMK1003,USD,20,15,130,24,8,0.3,2019-02-04,2019-04-06,2019-04-16,2019-04-22,585.31,1125.60
"SO - 0002726",In-Store,WARE-NMK1003,USD,4,41,123,41,3,0.1,2019-02-04,2019-04-06,2019-04-11,2019-04-17,1211.23,2633.10
"SO - 0002727",Online,WARE-MKL1006,USD,12,42,355,7,5,0.08,2018-10-27,2019-04-06,2019-04-19,2019-04-22,854.25,1005.00
"SO - 0002728",In-Store,WARE-PUJ1005,USD,2,47,286,44,8,0.05,2018-10-27,2019-04-06,2019-05-03,2019-05-06,878.64,1112.20
"SO - 0002729",In-Store,WARE-MKL1006,USD,3,21,333,29,8,0.05,2018-10-27,2019-04-06,2019-04-24,2019-05-04,1995.46,2525.90
"SO - 0002730",Distributor,WARE-PUJ1005,USD,25,4,279,34,7,0.05,2018-10-27,2019-04-06,2019-04-24,2019-05-02,91.92,187.60
"SO - 0002731",Online,WARE-UHY1004,USD,18,20,241,13,7,0.08,2019-02-04,2019-04-06,2019-04-30,2019-05-05,1317.76,1996.60
"SO - 0002732",In-Store,WARE-XYS1001,USD,9,23,16,30,5,0.4,2019-02-04,2019-04-06,2019-04-20,2019-04-30,2062.26,2546.00
"SO - 0002733",Wholesale,WARE-NMK1003,USD,25,25,130,19,2,0.08,2018-10-27,2019-04-06,2019-04-10,2019-04-15,754.15,1125.60
"SO - 0002734",Distributor,WARE-MKL1006,USD,23,11,352,37,8,0.15,2018-10-27,2019-04-06,2019-04-27,2019-05-03,1828.30,2539.30
"SO - 0002735",In-Store,WARE-UHY1004,USD,4,8,260,6,7,0.15,2018-10-27,2019-04-07,2019-04-27,2019-04-29,1275.01,2318.20
"SO - 0002736",In-Store,WARE-NBV1002,USD,7,43,74,18,6,0.2,2018-10-27,2019-04-07,2019-04-30,2019-05-05,1919.95,3999.90
"SO - 0002737",In-Store,WARE-NBV1002,USD,4,20,73,32,8,0.05,2019-02-04,2019-04-07,2019-05-03,2019-05-10,678.04,1232.80
"SO - 0002738",In-Store,WARE-PUJ1005,USD,11,20,262,31,7,0.05,2019-02-04,2019-04-07,2019-05-01,2019-05-11,371.65,864.30
"SO - 0002739",Distributor,WARE-PUJ1005,USD,24,11,306,27,3,0.3,2019-02-04,2019-04-07,2019-04-15,2019-04-16,2316.12,3356.70
"SO - 0002740",In-Store,WARE-MKL1006,USD,2,11,337,45,7,0.08,2019-02-04,2019-04-07,2019-04-16,2019-04-21,1879.95,3999.90
"SO - 0002741",Distributor,WARE-XYS1001,USD,23,48,3,17,2,0.15,2019-02-04,2019-04-07,2019-04-25,2019-05-02,1473.67,1775.50
"SO - 0002742",In-Store,WARE-UHY1004,USD,5,48,233,33,4,0.15,2019-02-04,2019-04-07,2019-04-17,2019-04-21,784.17,1018.40
"SO - 0002743",In-Store,WARE-NMK1003,USD,9,4,92,22,1,0.05,2018-10-27,2019-04-07,2019-04-25,2019-05-03,3142.23,3879.30
"SO - 0002744",Online,WARE-NMK1003,USD,12,15,132,23,3,0.05,2018-10-27,2019-04-08,2019-04-23,2019-04-26,1349.31,2753.70
"SO - 0002745",Distributor,WARE-PUJ1005,USD,24,1,316,16,5,0.1,2019-02-04,2019-04-08,2019-04-19,2019-04-24,780.15,1098.80
"SO - 0002746",Wholesale,WARE-PUJ1005,USD,26,9,300,12,1,0.05,2019-02-04,2019-04-08,2019-04-26,2019-05-01,82.08,167.50
"SO - 0002747",Online,WARE-PUJ1005,USD,18,21,277,24,8,0.1,2018-10-27,2019-04-08,2019-05-01,2019-05-09,438.98,1045.20
"SO - 0002748",Distributor,WARE-MKL1006,USD,24,19,348,20,7,0.08,2018-10-27,2019-04-08,2019-04-29,2019-05-04,146.33,174.20
"SO - 0002749",Online,WARE-XYS1001,USD,13,37,14,31,5,0.05,2018-10-27,2019-04-08,2019-04-25,2019-05-03,879.04,1098.80
"SO - 0002750",Online,WARE-UHY1004,USD,18,18,261,16,5,0.08,2018-10-27,2019-04-08,2019-05-05,2019-05-13,1316.35,2231.10
"SO - 0002751",In-Store,WARE-XYS1001,USD,4,1,19,28,4,0.05,2018-10-27,2019-04-08,2019-04-24,2019-04-29,547.93,944.70
"SO - 0002752",Online,WARE-NMK1003,USD,19,22,142,31,1,0.08,2019-02-04,2019-04-08,2019-04-26,2019-05-02,481.80,1025.10
"SO - 0002753",Online,WARE-MKL1006,USD,15,13,364,40,4,0.1,2018-10-27,2019-04-09,2019-04-20,2019-04-27,2836.51,3939.60
"SO - 0002754",In-Store,WARE-NMK1003,USD,4,49,100,15,1,0.4,2019-02-04,2019-04-09,2019-05-03,2019-05-13,5033.64,6371.70
"SO - 0002755",Distributor,WARE-NMK1003,USD,21,48,119,12,5,0.05,2018-10-27,2019-04-09,2019-05-01,2019-05-10,606.02,904.50
"SO - 0002756",Wholesale,WARE-MKL1006,USD,28,28,340,4,2,0.05,2019-02-04,2019-04-09,2019-04-22,2019-04-29,3942.15,6358.30
"SO - 0002757",Online,WARE-NMK1003,USD,16,21,200,29,5,0.08,2018-10-27,2019-04-09,2019-04-25,2019-04-28,103.85,167.50
"SO - 0002758",Online,WARE-NMK1003,USD,17,14,132,7,8,0.05,2019-02-04,2019-04-09,2019-04-19,2019-04-20,642.20,904.50
"SO - 0002759",In-Store,WARE-XYS1001,USD,2,3,29,25,1,0.08,2019-02-04,2019-04-09,2019-04-22,2019-04-26,3072.89,3939.60
"SO - 0002760",In-Store,WARE-PUJ1005,USD,2,26,319,9,5,0.4,2018-10-27,2019-04-09,2019-05-01,2019-05-11,2766.56,3738.60
"SO - 0002761",Online,WARE-NMK1003,USD,13,45,124,35,5,0.4,2018-10-27,2019-04-10,2019-04-24,2019-05-04,806.35,971.50
"SO - 0002762",Distributor,WARE-NMK1003,USD,20,50,132,29,3,0.4,2019-02-04,2019-04-10,2019-04-24,2019-04-27,813.11,1098.80
"SO - 0002763",Online,WARE-NBV1002,USD,12,33,76,41,5,0.1,2019-02-04,2019-04-10,2019-04-24,2019-04-30,156.18,247.90
"SO - 0002764",Wholesale,WARE-NMK1003,USD,26,36,130,6,4,0.05,2019-02-04,2019-04-10,2019-05-05,2019-05-11,1451.22,2418.70
"SO - 0002765",In-Store,WARE-NMK1003,USD,1,27,196,8,7,0.1,2019-02-04,2019-04-10,2019-05-06,2019-05-09,139.03,167.50
"SO - 0002766",Distributor,WARE-XYS1001,USD,21,21,33,42,7,0.1,2019-02-04,2019-04-10,2019-04-17,2019-04-25,1485.06,2284.70
"SO - 0002767",In-Store,WARE-NMK1003,USD,11,22,119,25,3,0.08,2019-02-04,2019-04-10,2019-04-23,2019-04-25,1489.41,1909.50
"SO - 0002768",In-Store,WARE-NMK1003,USD,5,18,128,38,8,0.05,2019-02-04,2019-04-10,2019-05-02,2019-05-09,3296.40,5494.00
"SO - 0002769",In-Store,WARE-PUJ1005,USD,9,47,284,21,8,0.08,2018-10-27,2019-04-10,2019-05-05,2019-05-09,2137.30,3886.00
"SO - 0002770",In-Store,WARE-MKL1006,USD,2,32,342,22,3,0.1,2018-10-27,2019-04-10,2019-04-17,2019-04-21,166.50,234.50
"SO - 0002771",In-Store,WARE-NMK1003,USD,5,38,124,45,5,0.05,2018-10-27,2019-04-11,2019-05-07,2019-05-08,4372.96,5205.90
"SO - 0002772",Wholesale,WARE-MKL1006,USD,28,35,343,19,7,0.05,2018-10-27,2019-04-11,2019-05-08,2019-05-12,1336.18,1735.30
"SO - 0002773",Online,WARE-NMK1003,USD,14,12,142,14,1,0.2,2018-10-27,2019-04-11,2019-04-13,2019-04-18,430.54,1025.10
"SO - 0002774",Distributor,WARE-NBV1002,USD,21,2,84,5,3,0.3,2019-02-04,2019-04-11,2019-04-17,2019-04-21,1981.86,3886.00
"SO - 0002775",Distributor,WARE-NMK1003,USD,21,1,105,29,4,0.08,2018-10-27,2019-04-11,2019-05-01,2019-05-03,502.30,984.90
"SO - 0002776",Online,WARE-PUJ1005,USD,18,43,299,3,5,0.15,2019-02-04,2019-04-12,2019-04-19,2019-04-22,511.34,1065.30
"SO - 0002777",Distributor,WARE-PUJ1005,USD,22,10,304,31,7,0.3,2019-02-04,2019-04-12,2019-05-06,2019-05-12,3402.66,5078.60
"SO - 0002778",Online,WARE-MKL1006,USD,18,3,339,11,7,0.1,2018-10-27,2019-04-12,2019-04-27,2019-04-30,168.24,207.70
"SO - 0002779",Wholesale,WARE-NMK1003,USD,25,20,150,47,3,0.05,2018-10-27,2019-04-12,2019-04-23,2019-04-30,1585.22,2264.60
"SO - 0002780",Distributor,WARE-XYS1001,USD,22,30,28,41,6,0.08,2019-02-04,2019-04-12,2019-04-20,2019-04-25,840.18,1909.50
"SO - 0002781",Distributor,WARE-NMK1003,USD,22,30,143,28,8,0.05,2018-10-27,2019-04-12,2019-05-10,2019-05-18,765.41,1125.60
"SO - 0002782",Online,WARE-NMK1003,USD,16,14,162,25,4,0.15,2019-02-04,2019-04-12,2019-04-17,2019-04-21,4209.34,5688.30
"SO - 0002783",Online,WARE-NMK1003,USD,17,41,177,43,5,0.1,2018-10-27,2019-04-13,2019-05-02,2019-05-06,117.25,167.50
"SO - 0002784",Online,WARE-NBV1002,USD,16,25,78,47,5,0.08,2019-02-04,2019-04-13,2019-04-23,2019-04-24,1668.30,2224.40
"SO - 0002785",Wholesale,WARE-XYS1001,USD,28,37,58,44,4,0.05,2018-10-27,2019-04-13,2019-04-16,2019-04-21,686.15,891.10
"SO - 0002786",Online,WARE-PUJ1005,USD,18,29,311,34,4,0.15,2018-10-27,2019-04-13,2019-04-23,2019-04-24,2726.90,3685.00
"SO - 0002787",Online,WARE-NMK1003,USD,20,4,143,45,8,0.1,2019-02-04,2019-04-13,2019-04-23,2019-05-02,472.35,1005.00
"SO - 0002788",Online,WARE-NMK1003,USD,15,19,142,8,8,0.08,2018-10-27,2019-04-13,2019-04-24,2019-05-03,782.56,1956.40
"SO - 0002789",Online,WARE-NBV1002,USD,13,14,78,34,7,0.08,2019-02-04,2019-04-13,2019-04-17,2019-04-25,1650.81,3839.10
"SO - 0002790",In-Store,WARE-NBV1002,USD,4,38,80,33,1,0.05,2019-02-04,2019-04-13,2019-05-05,2019-05-14,948.12,1788.90
"SO - 0002791",Distributor,WARE-MKL1006,USD,21,23,348,15,1,0.1,2019-02-04,2019-04-13,2019-04-17,2019-04-22,851.84,1092.10
"SO - 0002792",In-Store,WARE-MKL1006,USD,3,43,346,21,2,0.08,2019-02-04,2019-04-14,2019-05-12,2019-05-20,992.20,1681.70
"SO - 0002793",Wholesale,WARE-XYS1001,USD,27,17,26,8,5,0.08,2018-10-27,2019-04-14,2019-05-03,2019-05-07,841.52,1051.90
"SO - 0002794",In-Store,WARE-NMK1003,USD,9,11,108,39,8,0.08,2019-02-04,2019-04-14,2019-04-17,2019-04-23,99.16,247.90
"SO - 0002795",In-Store,WARE-XYS1001,USD,6,11,1,35,6,0.05,2019-02-04,2019-04-14,2019-05-10,2019-05-11,2517.19,3872.60
"SO - 0002796",Wholesale,WARE-NBV1002,USD,26,16,66,2,6,0.05,2018-10-27,2019-04-14,2019-04-26,2019-04-29,2047.52,2559.40
"SO - 0002797",In-Store,WARE-NMK1003,USD,6,44,151,41,1,0.15,2018-10-27,2019-04-14,2019-05-04,2019-05-05,1461.40,1782.20
"SO - 0002798",Distributor,WARE-NMK1003,USD,21,2,135,22,8,0.08,2018-10-27,2019-04-14,2019-04-25,2019-04-27,4352.32,5440.40
"SO - 0002799",Distributor,WARE-PUJ1005,USD,22,37,270,42,1,0.2,2018-10-27,2019-04-14,2019-04-23,2019-04-29,643.20,1286.40
"SO - 0002800",Wholesale,WARE-NMK1003,USD,25,2,132,31,4,0.05,2018-10-27,2019-04-14,2019-05-08,2019-05-18,549.40,1098.80
"SO - 0002801",In-Store,WARE-XYS1001,USD,8,7,3,3,4,0.1,2018-10-27,2019-04-15,2019-04-25,2019-05-01,412.72,1031.80
"SO - 0002802",Online,WARE-NMK1003,USD,18,11,158,42,4,0.2,2018-10-27,2019-04-15,2019-04-29,2019-05-04,1612.42,2559.40
"SO - 0002803",In-Store,WARE-NMK1003,USD,4,30,91,35,2,0.3,2019-02-04,2019-04-15,2019-05-06,2019-05-14,1434.20,1862.60
"SO - 0002804",In-Store,WARE-MKL1006,USD,7,28,357,41,7,0.05,2019-02-04,2019-04-15,2019-05-13,2019-05-14,520.99,1085.40
"SO - 0002805",Online,WARE-MKL1006,USD,14,29,346,18,1,0.08,2019-02-04,2019-04-15,2019-04-22,2019-05-01,901.15,1802.30
"SO - 0002806",Online,WARE-NMK1003,USD,16,9,200,17,3,0.3,2019-02-04,2019-04-15,2019-05-06,2019-05-12,1430.85,1882.70
"SO - 0002807",Online,WARE-NMK1003,USD,18,4,148,21,2,0.08,2018-10-27,2019-04-15,2019-05-11,2019-05-16,1226.37,1916.20
"SO - 0002808",Online,WARE-NMK1003,USD,19,15,97,39,6,0.2,2019-02-04,2019-04-15,2019-05-12,2019-05-17,694.12,991.60
"SO - 0002809",In-Store,WARE-XYS1001,USD,11,48,20,31,1,0.05,2018-10-27,2019-04-15,2019-05-05,2019-05-07,922.59,1809.00
"SO - 0002810",Online,WARE-NMK1003,USD,17,26,185,16,6,0.1,2019-02-04,2019-04-16,2019-05-08,2019-05-10,614.86,891.10
"SO - 0002811",Distributor,WARE-PUJ1005,USD,21,45,325,12,4,0.05,2019-02-04,2019-04-16,2019-04-29,2019-05-04,150.21,254.60
"SO - 0002812",In-Store,WARE-MKL1006,USD,4,26,362,11,7,0.1,2019-02-04,2019-04-16,2019-04-21,2019-04-29,1322.58,3149.00
"SO - 0002813",Wholesale,WARE-UHY1004,USD,27,29,237,6,7,0.08,2018-10-27,2019-04-16,2019-05-02,2019-05-07,1775.84,3946.30
"SO - 0002814",In-Store,WARE-PUJ1005,USD,6,5,263,11,7,0.05,2019-02-04,2019-04-16,2019-05-01,2019-05-03,748.79,1701.80
"SO - 0002815",In-Store,WARE-NMK1003,USD,4,4,197,44,5,0.05,2018-10-27,2019-04-16,2019-05-07,2019-05-13,445.15,1011.70
"SO - 0002816",Online,WARE-NMK1003,USD,16,20,153,23,5,0.4,2018-10-27,2019-04-16,2019-05-09,2019-05-15,383.24,871.00
"SO - 0002817",In-Store,WARE-NMK1003,USD,7,47,160,38,3,0.08,2018-10-27,2019-04-17,2019-04-24,2019-04-28,442.20,1105.50
"SO - 0002818",Wholesale,WARE-NMK1003,USD,28,13,125,4,7,0.05,2019-02-04,2019-04-17,2019-04-21,2019-04-25,4611.74,6405.20
"SO - 0002819",Online,WARE-MKL1006,USD,13,11,344,4,4,0.3,2018-10-27,2019-04-17,2019-05-08,2019-05-10,1798.95,2398.60
"SO - 0002820",Wholesale,WARE-UHY1004,USD,28,24,234,12,3,0.15,2019-02-04,2019-04-17,2019-04-27,2019-05-07,811.91,1112.20
"SO - 0002821",Wholesale,WARE-PUJ1005,USD,27,26,277,4,4,0.15,2019-02-04,2019-04-17,2019-05-13,2019-05-18,1103.69,1936.30
"SO - 0002822",In-Store,WARE-UHY1004,USD,4,15,252,33,2,0.08,2019-02-04,2019-04-17,2019-04-26,2019-05-04,452.32,1051.90
"SO - 0002823",In-Store,WARE-NBV1002,USD,9,46,85,3,5,0.3,2019-02-04,2019-04-17,2019-05-06,2019-05-15,662.70,1051.90
"SO - 0002824",Distributor,WARE-XYS1001,USD,23,11,11,3,3,0.08,2019-02-04,2019-04-17,2019-04-21,2019-05-01,589.73,1092.10
"SO - 0002825",Online,WARE-XYS1001,USD,19,47,6,33,2,0.2,2019-02-04,2019-04-17,2019-05-03,2019-05-04,1905.48,3175.80
"SO - 0002826",Online,WARE-PUJ1005,USD,17,14,309,1,7,0.1,2018-10-27,2019-04-18,2019-04-30,2019-05-01,1808.73,2659.90
"SO - 0002827",In-Store,WARE-NBV1002,USD,6,25,73,43,7,0.08,2019-02-04,2019-04-18,2019-04-28,2019-05-04,768.49,1038.50
"SO - 0002828",Online,WARE-XYS1001,USD,13,1,21,14,1,0.05,2019-02-04,2019-04-18,2019-05-09,2019-05-17,860.82,1956.40
"SO - 0002829",Wholesale,WARE-NMK1003,USD,28,7,145,37,7,0.15,2018-10-27,2019-04-18,2019-05-13,2019-05-20,844.20,1125.60
"SO - 0002830",In-Store,WARE-UHY1004,USD,5,5,214,29,6,0.1,2018-10-27,2019-04-18,2019-05-03,2019-05-07,1339.20,1762.10
"SO - 0002831",In-Store,WARE-UHY1004,USD,3,47,219,33,4,0.05,2019-02-04,2019-04-18,2019-04-27,2019-04-28,334.20,777.20
"SO - 0002832",In-Store,WARE-NMK1003,USD,3,11,98,19,7,0.05,2018-10-27,2019-04-18,2019-04-20,2019-04-29,1462.54,1762.10
"SO - 0002833",In-Store,WARE-PUJ1005,USD,2,7,295,17,8,0.1,2018-10-27,2019-04-18,2019-05-06,2019-05-11,511.61,1112.20
"SO - 0002834",Wholesale,WARE-NMK1003,USD,27,32,180,28,8,0.05,2019-02-04,2019-04-19,2019-05-16,2019-05-23,1306.50,2512.50
"SO - 0002835",Wholesale,WARE-PUJ1005,USD,28,6,266,45,8,0.15,2019-02-04,2019-04-19,2019-04-29,2019-05-02,430.94,897.80
"SO - 0002836",Wholesale,WARE-UHY1004,USD,26,30,209,14,8,0.15,2019-02-04,2019-04-19,2019-05-05,2019-05-08,3236.10,6472.20
"SO - 0002837",In-Store,WARE-XYS1001,USD,10,33,29,41,8,0.1,2019-02-04,2019-04-19,2019-04-27,2019-05-04,747.72,1038.50
"SO - 0002838",In-Store,WARE-NMK1003,USD,3,19,133,29,1,0.08,2019-02-04,2019-04-19,2019-05-08,2019-05-16,4045.73,5949.60
"SO - 0002839",Distributor,WARE-NMK1003,USD,23,9,96,23,6,0.08,2019-02-04,2019-04-19,2019-04-26,2019-05-06,474.96,931.30
"SO - 0002840",In-Store,WARE-PUJ1005,USD,7,46,273,9,8,0.05,2019-02-04,2019-04-19,2019-05-09,2019-05-15,1024.30,2438.80
"SO - 0002841",Online,WARE-NMK1003,USD,20,21,163,6,7,0.3,2018-10-27,2019-04-19,2019-05-13,2019-05-19,419.02,710.20
"SO - 0002842",Online,WARE-PUJ1005,USD,19,4,310,13,5,0.05,2019-02-04,2019-04-20,2019-05-15,2019-05-24,427.73,1018.40
"SO - 0002843",Online,WARE-NMK1003,USD,13,16,125,16,8,0.1,2019-02-04,2019-04-20,2019-05-16,2019-05-20,2111.51,3839.10
"SO - 0002844",In-Store,WARE-NBV1002,USD,4,47,77,18,2,0.4,2019-02-04,2019-04-20,2019-04-23,2019-05-01,824.10,1098.80
